id,label,markets,terms,presentation,gtin,commercial_name,official_prices,product_id,type
64,000064_FG_TESTAVAN_20mg/g_1x85.5g_IS,"[""IS""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,,,23646,sku
21,000021_FG_VITAROS_3mg/g_4x100mg_DK_NL,"[""DK"",""NL""]","{""invoiced_price"":{""amount"":48,""currency"":""EUR""},""order_multiples"":12,""minimum_order_quantity"":12}","{""box"":{""tare"":{""unit"":""kg"",""value"":0.392},""width"":{""unit"":""cm"",""value"":20},""height"":{""unit"":""cm"",""value"":16.7},""length"":{""unit"":""cm"",""value"":20},""gross_weight"":{""unit"":""kg"",""value"":1.019}},""pack"":{""width"":{""unit"":""cm"",""value"":6.35},""height"":{""unit"":""cm"",""value"":4.5},""length"":{""unit"":""cm"",""value"":13}},""type"":""FG"",""terms"":{""order_multiples"":12,""minimum_order_quantity"":12},""strength"":""3 mg/g"",""packs_per_box"":12,""boxes_per_epal"":120,""units_per_pack"":4,""product_weight_per_unit"":""100 mg""}",,,"[{""type"":""ppp"",""value"":""540.8"",""country"":""DK"",""currency"":""DKK"",""source_url"":""https://www.medicinpriser.dk/Default.aspx?id=15&vnr=524288""}]",23647,sku
52,000052_FG_TESTAVAN_20mg/g_3x85.5g_GB,"[""GB""]","{""order_multiples"":11,""minimum_order_quantity"":11}","{""box"":{""tare"":{""unit"":""kg"",""value"":1},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""type"":""FG"",""terms"":{""order_multiples"":11,""minimum_order_quantity"":11},""strength"":""20 mg/g"",""packs_per_box"":11,""boxes_per_epal"":20,""units_per_pack"":3,""product_weight_per_unit"":""85.5 g""}",,,,23646,sku
4,000004_FG_TESTAVAN_20mg/g_1x85.5g_CH,"[""CH""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,,,23646,sku
65,000065_FG_TESTAVAN-MICRO_20mg/g_1x85.5g_GB,"[""GB""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,,,23646,sku
20,000020_FG_VITAROS_3mg/g_4x100mg_DE,"[""DE""]","{""invoiced_price"":{""amount"":53.52,""currency"":""EUR""},""order_multiples"":12,""minimum_order_quantity"":12}","{""box"":{""tare"":{""unit"":""kg"",""value"":0.392},""width"":{""unit"":""cm"",""value"":20},""height"":{""unit"":""cm"",""value"":16.7},""length"":{""unit"":""cm"",""value"":20},""gross_weight"":{""unit"":""kg"",""value"":1.019}},""pack"":{""width"":{""unit"":""cm"",""value"":6.35},""height"":{""unit"":""cm"",""value"":4.5},""length"":{""unit"":""cm"",""value"":13}},""type"":""FG"",""terms"":{""order_multiples"":12,""minimum_order_quantity"":12},""strength"":""3 mg/g"",""packs_per_box"":12,""boxes_per_epal"":120,""units_per_pack"":4,""product_weight_per_unit"":""100 mg""}",,,,23647,sku
24,000024_FG_VITAROS_3mg/g_4x100mg_IT,"[""IT""]","{""invoiced_price"":{""amount"":30.47,""currency"":""EUR""},""order_multiples"":12,""minimum_order_quantity"":12}","{""box"":{""tare"":{""unit"":""kg"",""value"":0.392},""width"":{""unit"":""cm"",""value"":20},""height"":{""unit"":""cm"",""value"":16.7},""length"":{""unit"":""cm"",""value"":20},""gross_weight"":{""unit"":""kg"",""value"":1.019}},""pack"":{""width"":{""unit"":""cm"",""value"":6.35},""height"":{""unit"":""cm"",""value"":4.5},""length"":{""unit"":""cm"",""value"":13}},""type"":""FG"",""terms"":{""order_multiples"":12,""minimum_order_quantity"":12},""strength"":""3 mg/g"",""packs_per_box"":12,""boxes_per_epal"":120,""units_per_pack"":4,""product_weight_per_unit"":""100 mg""}",,,,23647,sku
36,000036_DDAIP_HCL_Global,"[""GLOBAL""]",{},"{""type"":""excipient""}",,,,23644,sku
45,000045_FG_CEFTAZIDIME_1g_10x1g_FR,"[""FR""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":28},""height"":{""unit"":""cm"",""value"":29},""length"":{""unit"":""cm"",""value"":54},""gross_weight"":{""unit"":""kg"",""value"":24.55}},""pack"":{""width"":{""unit"":""cm"",""value"":5.42},""height"":{""unit"":""cm"",""value"":6.55},""length"":{""unit"":""cm"",""value"":13.3}},""type"":""FG"",""packs_per_box"":80,""boxes_per_epal"":24,""product_weight_per_unit"":""1g""}",,,,219676,sku
31,Tempmate-S1 Single Use USB Temperature Data Logger,"[""GLOBAL""]",{},"{""type"":""Tempmate-S1_Datalogger""}",,,,23643,sku
54,000054_FG_MEROPENEM_1g_10x1g_IQ,"[""IQ""]",{},"{""box"":{""gross_weight"":{""unit"":""kg"",""value"":11.8}},""type"":""FG""}",,,,219677,sku
6,000006_FG_TESTAVAN_20mg/g_1x85.5g_DE,"[""DE""]","{""invoiced_price"":{""amount"":39.13,""currency"":""EUR""}}","{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,,,23646,sku
41,000041_FG_IMIPENEM/CILASTATIN_500mg/500mg_1x500mg/500mg_FR_IL,"[""FR""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":29},""height"":{""unit"":""cm"",""value"":27.7},""length"":{""unit"":""cm"",""value"":33.8},""gross_weight"":{""unit"":""kg"",""value"":11.8}},""pack"":{""width"":{""unit"":""cm"",""value"":6.75},""height"":{""unit"":""cm"",""value"":6.95},""length"":{""unit"":""cm"",""value"":16}},""type"":""FG"",""packs_per_box"":32,""boxes_per_epal"":40,""product_weight_per_unit"":""1g""}",,,,219673,sku
39,000039_FG_CEFEPIME_2g_10x2g_FR,"[""FR""]",{},"{""box"":{""width"":{""unit"":""cm"",""value"":24.8},""height"":{""unit"":""cm"",""value"":33.8},""length"":{""unit"":""cm"",""value"":49.7},""gross_weight"":{""unit"":""kg"",""value"":16.42}},""pack"":{""width"":{""unit"":""cm"",""value"":9.4},""height"":{""unit"":""cm"",""value"":7.8},""length"":{""unit"":""cm"",""value"":23.2}},""type"":""FG"",""strength"":""2g"",""boxes_per_epal"":24,""units_per_pack"":10}",,,,219675,sku
49,000049_FG_CEFTRIAXONE_1g/10mL_1x1g/10mL_FR,"[""FR""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":28.7},""height"":{""unit"":""cm"",""value"":22.2},""length"":{""unit"":""cm"",""value"":34},""gross_weight"":{""unit"":""kg"",""value"":5.58}},""pack"":{""width"":{""unit"":""cm"",""value"":3.15},""height"":{""unit"":""cm"",""value"":10},""length"":{""unit"":""cm"",""value"":5.45}},""type"":""FG"",""packs_per_box"":100,""boxes_per_epal"":48,""product_weight_per_unit"":""1g""}",,,,219672,sku
17,000017_FG_TESTAVAN_20mg/g_1x85.5g_RO,"[""RO""]","{""invoiced_price"":{""amount"":170.25,""currency"":""RON""},""order_multiples"":35,""minimum_order_quantity"":35}","{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""terms"":{""order_multiples"":35,""minimum_order_quantity"":35},""strength"":""20 mg/g"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,,"[{""type"":""wpp"",""value"":""157.04"",""country"":""RO"",""currency"":""RON"",""source_document"":""https://github.com/simplepharma/qms/blob/master/documents/market_access/Anexa-nr5_signed-RO.pdf""},{""type"":""ppp"",""value"":""172.04"",""country"":""RO"",""currency"":""RON"",""source_document"":""https://github.com/simplepharma/qms/blob/master/documents/market_access/Anexa-nr5_signed-RO.pdf""},{""type"":""psp"",""value"":""207.29"",""country"":""RO"",""currency"":""RON"",""source_document"":""https://github.com/simplepharma/qms/blob/master/documents/market_access/Anexa-nr5_signed-RO.pdf""}]",23646,sku
34,000034_FG_Ghryvelin_DE_AT_SE_FI,"[""DE"",""AT"",""SE"",""FI""]","{""order_multiples"":1,""minimum_order_quantity"":1}","{""box"":{""width"":{""unit"":""cm"",""value"":3},""height"":{""unit"":""cm"",""value"":11.3},""length"":{""unit"":""cm"",""value"":8.5}},""pack"":{""width"":{""unit"":""cm"",""value"":3},""height"":{""unit"":""cm"",""value"":11.3},""length"":{""unit"":""cm"",""value"":8.5}},""type"":""FG"",""terms"":{""order_multiples"":1,""minimum_order_quantity"":1},""strength"":""60 mg"",""packs_per_box"":1,""boxes_per_epal"":1680,""units_per_pack"":1,""product_weight_per_unit"":""31 g""}",5391512457303.0,,,23645,sku
35,000035_FG_Ghryvelin_FR_NL_DK,"[""FR"",""NL"",""DK""]","{""order_multiples"":1,""minimum_order_quantity"":1}","{""box"":{""width"":{""unit"":""cm"",""value"":3},""height"":{""unit"":""cm"",""value"":11.3},""length"":{""unit"":""cm"",""value"":8.5}},""pack"":{""width"":{""unit"":""cm"",""value"":3},""height"":{""unit"":""cm"",""value"":11.3},""length"":{""unit"":""cm"",""value"":8.5}},""type"":""FG"",""terms"":{""order_multiples"":1,""minimum_order_quantity"":1},""strength"":""60 mg"",""packs_per_box"":1,""boxes_per_epal"":1680,""units_per_pack"":1,""product_weight_per_unit"":""31 g""}",5391512457396.0,,,23645,sku
37,000037_FG_Ghryvelin_DE_AT_SE_FI,"[""DE"",""AT"",""SE"",""FI""]","{""order_multiples"":1,""minimum_order_quantity"":1}","{""box"":{""width"":{""unit"":""cm"",""value"":3},""height"":{""unit"":""cm"",""value"":11.3},""length"":{""unit"":""cm"",""value"":8.5}},""pack"":{""width"":{""unit"":""cm"",""value"":3},""height"":{""unit"":""cm"",""value"":11.3},""length"":{""unit"":""cm"",""value"":8.5}},""type"":""FG"",""terms"":{""order_multiples"":1,""minimum_order_quantity"":1},""strength"":""60 mg"",""packs_per_box"":1,""boxes_per_epal"":1680,""units_per_pack"":1,""product_weight_per_unit"":""31 g""}",5391512457303.0,,,23645,sku
46,000046_FG_CEFTAZIDIME_2g_10x2g_FR,"[""FR""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":22.9},""height"":{""unit"":""cm"",""value"":34.3},""length"":{""unit"":""cm"",""value"":47.2},""gross_weight"":{""unit"":""kg"",""value"":13.56}},""pack"":{""width"":{""unit"":""cm"",""value"":9},""height"":{""unit"":""cm"",""value"":8},""length"":{""unit"":""cm"",""value"":21.5}},""type"":""FG"",""packs_per_box"":20,""boxes_per_epal"":24,""product_weight_per_unit"":""2g""}",,,,219676,sku
44,000044_FG_CEFTAZIDIME_500mg_10x500mg_FR,"[""FR""]",{},"{""type"":""FG"",""strength"":""500mg""}",,,,219676,sku
55,000055_FG_CEFTAZIDIME_1g/10mL_1x1g/10mL_IQ,"[""IQ""]",{},"{""box"":{""gross_weight"":{""unit"":""kg"",""value"":5.78}},""type"":""FG"",""strength"":""1g/10mL""}",,,,219676,sku
22,000022_FG_VITAROS_3mg/g_4x100mg_FI_NO_SE,"[""FI"",""NO"",""SE""]","{""invoiced_price"":{""amount"":36.57,""currency"":""EUR""},""order_multiples"":12,""minimum_order_quantity"":12}","{""box"":{""tare"":{""unit"":""kg"",""value"":0.392},""width"":{""unit"":""cm"",""value"":20},""height"":{""unit"":""cm"",""value"":16.7},""length"":{""unit"":""cm"",""value"":20},""gross_weight"":{""unit"":""kg"",""value"":1.019}},""pack"":{""width"":{""unit"":""cm"",""value"":6.35},""height"":{""unit"":""cm"",""value"":4.5},""length"":{""unit"":""cm"",""value"":13}},""type"":""FG"",""terms"":{""order_multiples"":12,""minimum_order_quantity"":12},""strength"":""3 mg/g"",""packs_per_box"":12,""boxes_per_epal"":120,""units_per_pack"":4,""product_weight_per_unit"":""100 mg""}",,,"[{""type"":""ppp"",""value"":""39.11"",""country"":""FI"",""source_document"":""https://github.com/simplepharma/qms/blob/master/documents/market_access/2020-01-24_Vitaros_Finland_reimbursement_decision.pdf""},{""type"":""pspexvat"",""value"":""53.72"",""country"":""FI"",""source_url"":""https://www.hila.fi/en/notices/reimbursable-authorized-medicinal-products-and-their-prices/""},{""type"":""psp"",""value"":""59.09"",""country"":""FI"",""source_url"":""https://www.hila.fi/en/notices/reimbursable-authorized-medicinal-products-and-their-prices/""},{""type"":""ppp"",""value"":""400.0"",""country"":""NO"",""currency"":""NOK"",""source_url"":""https://legemiddelverket.no/english/public-funding-and-pricing/maximum-price#list-of-products-with-maximum-prices""},{""type"":""psp"",""value"":""548.8"",""country"":""NO"",""currency"":""NOK"",""source_url"":""https://www.felleskatalogen.no/medisin/vitaros-simple-pharma-631831""},{""type"":""psp"",""value"":""464.45"",""country"":""SE"",""currency"":""SEK"",""source_url"":""https://www.tlv.se/beslut/sok-i-databasen.html?product=VITAROS&tab=1""},{""type"":""ppp"",""value"":""410.0"",""country"":""SE"",""currency"":""SEK"",""source_url"":""https://www.tlv.se/beslut/sok-i-databasen.html?product=VITAROS&tab=1""}]",23647,sku
53,000053_FG_IMIPENEM/CILASTATIN_500mg/500mg_1x500mg/500mg_IQ,"[""IQ""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":29},""height"":{""unit"":""cm"",""value"":27.7},""length"":{""unit"":""cm"",""value"":33.8},""gross_weight"":{""unit"":""kg"",""value"":11.8}},""pack"":{""width"":{""unit"":""cm"",""value"":6.75},""height"":{""unit"":""cm"",""value"":6.95},""length"":{""unit"":""cm"",""value"":16}},""type"":""FG"",""packs_per_box"":32,""boxes_per_epal"":40,""product_weight_per_unit"":""1g""}",,,,219673,sku
38,000038_FG_CEFEPIME_1g_10x1g_FR,"[""FR""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":24.8},""height"":{""unit"":""cm"",""value"":33.8},""length"":{""unit"":""cm"",""value"":49.7},""gross_weight"":{""unit"":""kg"",""value"":19.02}},""pack"":{""width"":{""unit"":""cm"",""value"":6.47},""height"":{""unit"":""cm"",""value"":6.4},""length"":{""unit"":""cm"",""value"":16.2}},""type"":""FG"",""packs_per_box"":50,""boxes_per_epal"":24,""product_weight_per_unit"":""1g""}",,,,219675,sku
32,000032_FG_TESTAVAN_20mg/g_1x85.5g_FR,"[""FR""]",{},"{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,,,23646,sku
27,000027_DISPENSER_TESTAVAN_Global,"[""GLOBAL""]","{""invoiced_price"":{""amount"":9.6,""currency"":""EUR""},""order_multiples"":10800,""minimum_order_quantity"":10800}","{""epal"":{""tare"":{""unit"":""kg"",""value"":142.625},""gross_weight"":{""unit"":""kg"",""value"":335}},""type"":""Dispenser"",""packs_per_box"":45,""boxes_per_epal"":50}",,,,23646,sku
23,000023_FG_VITAROS_3mg/g_4x100mg_GB,"[""GB""]","{""invoiced_price"":{""amount"":40,""currency"":""GBP""},""order_multiples"":12,""minimum_order_quantity"":12}","{""box"":{""tare"":{""unit"":""kg"",""value"":0.392},""width"":{""unit"":""cm"",""value"":20},""height"":{""unit"":""cm"",""value"":16.7},""length"":{""unit"":""cm"",""value"":20},""gross_weight"":{""unit"":""kg"",""value"":1.019}},""pack"":{""width"":{""unit"":""cm"",""value"":6.35},""height"":{""unit"":""cm"",""value"":4.5},""length"":{""unit"":""cm"",""value"":13}},""type"":""FG"",""terms"":{""order_multiples"":12,""minimum_order_quantity"":12},""strength"":""3 mg/g"",""packs_per_box"":12,""boxes_per_epal"":120,""units_per_pack"":4,""product_weight_per_unit"":""100 mg""}",,,"[{""type"":""ppp"",""value"":""40.0"",""country"":""GB"",""currency"":""GBP"",""source_url"":""https://services.nhsbsa.nhs.uk/dmd-browser/amp/view/92874?ref=YW1wTmFtZT12aXRhcm9zJnNlYXJjaFR5cGU9QU1QJnNob3dJbnZhbGlkSXRlbXM9ZmFsc2UmaGlkZVBhcmFsbGVsSW1wb3J0PWZhbHNlJmhpZGVTcGVjaWFsT3JkZXI9ZmFsc2UmaGlkZURpc2NvbnRpbnVlZEl0ZW1zPWZhbHNl""}]",23647,sku
12,000012_FG_TESTAVAN_20mg/g_1x85.5g_IE,"[""IE""]","{""invoiced_price"":{""amount"":41.87,""currency"":""EUR""}}","{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,Testarzon,"[{""type"":""wpp"",""value"":""41.87"",""country"":""IE"",""currency"":""EUR"",""source_document"":""https://github.com/simplepharma/qms/blob/master/documents/market_access/Testarzon_Price_approval_received07Aug2018.pdf""},{""type"":""psp"",""value"":""45.22"",""country"":""IE"",""currency"":""EUR"",""source_document"":""https://github.com/simplepharma/qms/blob/master/documents/market_access/Testarzon_Price_approval_received07Aug2018.pdf""}]",23646,sku
16,000016_FG_TESTAVAN_20mg/g_1x85.5g_PT,"[""PT""]","{""invoiced_price"":{""amount"":39.62,""currency"":""EUR""}}","{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,,"[{""type"":""wpp"",""value"":""39.42"",""country"":""PT"",""currency"":""EUR"",""source_document"":""https://github.com/simplepharma/qms/blob/master/documents/market_access/RE_Portugal-new-price.msg""},{""type"":""psp"",""value"":""52.62"",""country"":""PT"",""currency"":""EUR"",""source_url"":""https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml""}]",23646,sku
28,000028_APPLICATOR_TESTAVAN_Global,"[""GLOBAL""]","{""invoiced_price"":{""amount"":1.79996,""currency"":""EUR""},""order_multiples"":25200,""minimum_order_quantity"":25200}","{""epal"":{""tare"":{""unit"":""kg"",""value"":42.44},""gross_weight"":{""unit"":""kg"",""value"":275}},""type"":""API"",""packs_per_box"":180,""boxes_per_epal"":20}",,,,23646,sku
10,000010_FG_TESTAVAN_20mg/g_1x85.5g_FI_NO_SE,"[""FI"",""NO"",""SE""]","{""invoiced_price"":{""amount"":313.89,""currency"":""NOK""}}","{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,,"[{""type"":""ppp"",""value"":""37.93"",""country"":""FI"",""currency"":""EUR"",""source_url"":""https://www.hila.fi/en/notices/reimbursable-authorized-medicinal-products-and-their-prices/""},{""type"":""psp"",""value"":""57.34"",""country"":""FI"",""currency"":""EUR"",""source_url"":""https://www.hila.fi/en/notices/reimbursable-authorized-medicinal-products-and-their-prices/""},{""type"":""pspexvat"",""value"":""52.13"",""country"":""FI"",""currency"":""EUR"",""source_url"":""https://www.hila.fi/en/notices/reimbursable-authorized-medicinal-products-and-their-prices/""},{""type"":""psp"",""value"":""468.48"",""country"":""NO"",""currency"":""EUR"",""source_url"":""https://legemiddelverket.no/english/public-funding-and-pricing/maximum-price#list-of-products-with-maximum-prices""},{""type"":""ppp"",""value"":""338.97"",""country"":""NO"",""currency"":""EUR"",""source_url"":""https://legemiddelverket.no/english/public-funding-and-pricing/maximum-price#list-of-products-with-maximum-prices""},{""type"":""ppp"",""value"":""414.82"",""country"":""SE"",""currency"":""SEK"",""source_url"":""https://www.tlv.se/beslut/sok-i-databasen.html?product=TESTAVAN&tab=1""},{""type"":""psp"",""value"":""469.37"",""country"":""SE"",""currency"":""SEK"",""source_url"":""https://www.tlv.se/beslut/sok-i-databasen.html?product=TESTAVAN&tab=1""}]",23646,sku
51,000051_FG_TESTAVAN-REFILL_20mg/g_1x85.5g_GB,"[""GB""]","{""invoiced_price"":{""amount"":25.22,""currency"":""GBP""}}","{""box"":{""tare"":{""unit"":""kg"",""value"":1},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""type"":""FG"",""packs_per_box"":48,""boxes_per_epal"":20,""product_weight_per_unit"":""85.5 g""}",,,"[{""type"":""wpp"",""value"":""25.22"",""country"":""GB"",""currency"":""GBP"",""source_url"":""https://services.nhsbsa.nhs.uk/dmd-browser/amp/view/145271?ref=YW1wTmFtZT10ZXN0YXZhbiZzZWFyY2hUeXBlPUFNUCZzaG93SW52YWxpZEl0ZW1zPWZhbHNlJmhpZGVQYXJhbGxlbEltcG9ydD1mYWxzZSZoaWRlU3BlY2lhbE9yZGVyPWZhbHNlJmhpZGVEaXNjb250aW51ZWRJdGVtcz1mYWxzZQ%3D%3D""}]",23646,sku
7,000007_FG_TESTAVAN_20mg/g_3x85.5g_DE,"[""DE""]","{""invoiced_price"":{""amount"":117.41,""currency"":""EUR""},""order_multiples"":11,""minimum_order_quantity"":11}","{""box"":{""tare"":{""unit"":""kg"",""value"":1},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""type"":""FG"",""terms"":{""order_multiples"":11,""minimum_order_quantity"":11},""strength"":""20 mg/g"",""packs_per_box"":11,""boxes_per_epal"":20,""units_per_pack"":3,""product_weight_per_unit"":""85.5 g""}",,,,23646,sku
15,000015_FG_TESTAVAN_20mg/g_1x85.5g_PL,"[""PL""]","{""invoiced_price"":{""amount"":153.3,""currency"":""PLN""}}","{""box"":{""tare"":{""unit"":""kg"",""value"":1},""width"":{""unit"":""cm"",""value"":45.5},""height"":{""unit"":""cm"",""value"":19},""length"":{""unit"":""cm"",""value"":34.5},""gross_weight"":{""unit"":""kg"",""value"":8.4}},""pack"":{""width"":{""unit"":""cm"",""value"":6.3},""height"":{""unit"":""cm"",""value"":6.3},""length"":{""unit"":""cm"",""value"":17}},""type"":""FG"",""packs_per_box"":35,""boxes_per_epal"":20,""units_per_pack"":1,""product_weight_per_unit"":""85.5 g""}",,,,23646,sku
